z k ranker order qthresh algo qid qlen latency docs_scored postings_scored heap_pushes full_sorts partial_sorts bm_skips doc_decodes freq_decodes
counters 10 doct5query bp Oracle wand 1112341 5 241 112 351 112 113 6928 0 1504 229
counters 10 doct5query bp Oracle wand 1113437 4 121 57 172 57 58 4512 0 561 99
counters 10 doct5query bp Oracle wand 1114646 3 8 62 146 62 63 100 0 51 36
counters 10 doct5query bp Oracle wand 1114819 5 234 214 865 214 215 11631 0 919 184
counters 10 doct5query bp Oracle wand 1115776 4 27 17 52 17 18 832 0 106 24
counters 10 doct5query bp Oracle wand 1117099 3 248 350 1049 350 351 12996 0 1386 480
counters 10 doct5query bp Oracle wand 1121402 5 42 17 73 17 18 1378 0 189 38
counters 10 doct5query bp Oracle wand 1121709 3 1619 6394 19104 6394 6395 87267 0 7520 6345
counters 10 doct5query bp Oracle wand 1124210 2 3 54 108 54 55 130 0 25 11
counters 10 doct5query bp Oracle wand 1129237 5 165 33 165 33 34 8327 0 748 109
counters 10 doct5query bp Oracle wand 1133167 3 115 328 932 328 329 4746 0 774 373
counters 10 doct5query bp Oracle wand 130510 3 12 34 102 34 35 359 0 115 44
counters 10 doct5query bp Oracle wand 131843 2 4 20 33 20 21 23 0 19 9
counters 10 doct5query bp Oracle wand 146187 5 10 12 54 12 13 79 0 45 31
counters 10 doct5query bp Oracle wand 148538 4 108 656 2624 656 657 3675 0 534 292
counters 10 doct5query bp Oracle wand 156493 3 69 310 925 310 311 2104 0 511 264
counters 10 doct5query bp Oracle wand 168216 5 19 109 484 109 110 313 0 102 81
counters 10 doct5query bp Oracle wand 182539 3 20 23 69 23 24 752 0 220 31
counters 10 doct5query bp Oracle wand 183378 3 18 121 348 121 122 665 0 141 63
counters 10 doct5query bp Oracle wand 19335 3 88 217 584 217 218 4266 0 591 255
counters 10 doct5query bp Oracle wand 207786 5 136 49 179 49 50 5989 0 575 99
counters 10 doct5query bp Oracle wand 264014 5 107 113 565 113 114 4541 0 598 186
counters 10 doct5query bp Oracle wand 359349 4 6 20 64 20 21 87 0 31 19
counters 10 doct5query bp Oracle wand 405717 4 21 107 332 107 108 510 0 168 86
counters 10 doct5query bp Oracle wand 443396 3 158 313 705 313 314 7029 0 1102 307
counters 10 doct5query bp Oracle wand 451602 4 192 289 869 289 290 8561 0 1015 287
counters 10 doct5query bp Oracle wand 47923 5 19 24 102 24 25 1001 0 109 22
counters 10 doct5query bp Oracle wand 489204 4 138 204 816 204 205 6370 0 815 377
counters 10 doct5query bp Oracle wand 490595 3 71 34 102 34 35 3362 0 660 52
counters 10 doct5query bp Oracle wand 527433 5 17 19 74 19 20 604 0 92 39
counters 10 doct5query bp Oracle wand 573724 4 819 517 2068 517 518 48495 0 3075 1109
counters 10 doct5query bp Oracle wand 833860 5 218 65 308 65 66 10849 0 1064 175
counters 10 doct5query bp Oracle wand 855410 3 16 249 501 249 250 194 0 23 21
counters 10 doct5query bp Oracle wand 87181 4 29 149 596 149 150 1156 0 180 123
counters 10 doct5query bp Oracle wand 87452 3 101 51 153 51 52 6327 0 513 87
counters 10 doct5query bp Oracle wand 915593 8 97 81 570 81 82 1540 0 561 248
counters 10 doct5query bp Oracle wand 962179 4 72 52 208 52 53 2535 0 619 109
counters 10 doct5query bp Oracle block_max_wand 1037798 3 287 128 168 128 129 8120 221 717 82
counters 10 doct5query bp Oracle block_max_wand 104861 4 584 110 179 110 111 19234 6023 1824 86
counters 10 doct5query bp Oracle block_max_wand 1063750 5 344 182 276 182 183 5453 3735 316 64
counters 10 doct5query bp Oracle block_max_wand 1103812 5 748 247 372 247 248 12708 987 3003 149
counters 10 doct5query bp Oracle block_max_wand 1106007 2 64 258 303 258 259 1693 347 363 63
counters 10 doct5query bp Oracle block_max_wand 1110199 4 310 54 117 54 55 5841 25 670 65
counters 10 doct5query bp Oracle block_max_wand 1112341 5 561 65 115 65 66 8291 1140 2105 71
counters 10 doct5query bp Oracle block_max_wand 1113437 4 282 56 104 56 57 4556 40 543 50
counters 10 doct5query bp Oracle block_max_wand 1114646 3 33 61 83 61 62 100 1 50 15
counters 10 doct5query bp Oracle block_max_wand 1114819 5 594 38 83 38 39 13066 2171 1103 25
counters 10 doct5query bp Oracle block_max_wand 1115776 4 136 17 42 17 18 874 133 99 22
counters 10 doct5query bp Oracle block_max_wand 1117099 3 493 221 264 221 222 11623 4992 1149 90
counters 10 doct5query bp Oracle block_max_wand 1121402 5 238 17 56 17 18 1834 363 281 28
counters 10 doct5query bp Oracle block_max_wand 1121709 3 1482 59 80 59 60 49929 48915 1281 44
counters 10 doct5query bp Oracle block_max_wand 1124210 2 8 54 86 54 55 130 0 25 8
counters 10 doct5query bp Oracle block_max_wand 1129237 5 604 33 118 33 34 12994 0 1445 83
counters 10 doct5query bp Oracle block_max_wand 1133167 3 235 55 95 55 56 4501 2388 747 39
counters 10 doct5query bp Oracle block_max_wand 130510 3 34 32 76 32 33 389 63 119 31
counters 10 doct5query bp Oracle block_max_wand 131843 2 21 20 29 20 21 23 0 19 7
counters 10 doct5query bp Oracle block_max_wand 146187 5 52 12 52 12 13 82 0 45 31
counters 10 doct5query bp Oracle block_max_wand 148538 4 100 152 212 152 153 1410 673 138 48
counters 10 doct5query bp Oracle block_max_wand 156493 3 156 230 355 230 231 2022 225 485 97
counters 10 doct5query bp Oracle block_max_wand 168216 5 101 109 210 109 110 350 0 114 31
counters 10 doct5query bp Oracle block_max_wand 182539 3 46 23 52 23 24 1053 4 286 20
counters 10 doct5query bp Oracle block_max_wand 183378 3 45 106 170 106 107 687 81 149 22
counters 10 doct5query bp Oracle block_max_wand 19335 3 200 202 274 202 203 4889 157 812 80
counters 10 doct5query bp Oracle block_max_wand 207786 5 396 43 96 43 44 6799 543 833 55
counters 10 doct5query bp Oracle block_max_wand 264014 5 372 110 267 110 111 6269 451 939 90
counters 10 doct5query bp Oracle block_max_wand 359349 4 28 20 50 20 21 92 0 32 16
counters 10 doct5query bp Oracle block_max_wand 405717 4 46 106 163 106 107 901 1 200 38
counters 10 doct5query bp Oracle block_max_wand 443396 3 313 221 274 221 222 7873 1000 1501 75
counters 10 doct5query bp Oracle block_max_wand 451602 4 294 241 329 241 242 7586 1276 926 121
counters 10 doct5query bp Oracle block_max_wand 47923 5 62 24 76 24 25 883 10 282 18
counters 10 doct5query bp Oracle block_max_wand 489204 4 338 204 353 204 205 8797 22 1219 151
counters 10 doct5query bp Oracle block_max_wand 490595 3 153 34 77 34 35 3865 358 764 38
counters 10 doct5query bp Oracle block_max_wand 527433 5 90 19 59 19 20 723 6 130 27
counters 10 doct5query bp Oracle block_max_wand 573724 4 1358 133 214 133 134 40776 37126 1147 87
counters 10 doct5query bp Oracle block_max_wand 833860 5 979 63 148 63 64 17869 481 4172 72
counters 10 doct5query bp Oracle block_max_wand 855410 3 79 209 227 209 210 171 7 22 19
counters 10 doct5query bp Oracle block_max_wand 87181 4 63 137 220 137 138 1308 343 144 57
counters 10 doct5query bp Oracle block_max_wand 87452 3 224 51 92 51 52 8674 6 690 58
counters 10 doct5query bp Oracle block_max_wand 915593 8 430 76 266 76 77 2076 205 889 132
counters 10 doct5query bp Oracle block_max_wand 962179 4 166 49 117 49 50 2609 266 540 54
counters 10 doct5query bp Oracle maxscore 1037798 3 151 18099 18155 14 0 0 0 416 189
counters 10 doct5query bp Oracle maxscore 104861 4 216 23484 24001 47 0 0 0 516 377
counters 10 doct5query bp Oracle maxscore 1063750 5 60 8115 8286 13 0 0 0 181 114
counters 10 doct5query bp Oracle maxscore 1103812 5 111 5466 5997 13 0 0 0 555 227
counters 10 doct5query bp Oracle maxscore 1106007 2 24 2573 2672 245 0 0 0 145 81
counters 10 doct5query bp Oracle maxscore 1110199 4 91 5839 6508 10 0 0 0 253 188
counters 10 doct5query bp Oracle maxscore 1112341 5 133 3760 3858 10 0 0 0 925 111
counters 10 doct5query bp Oracle maxscore 1113437 4 75 3263 3322 10 0 0 0 386 63
counters 10 doct5query bp Oracle maxscore 1114646 3 6 63 85 11 0 0 0 28 15
counters 10 doct5query bp Oracle maxscore 1114819 5 200 16769 17726 12 0 0 0 732 374
counters 10 doct5query bp Oracle maxscore 1115776 4 21 797 819 10 0 0 0 72 24
counters 10 doct5query bp Oracle maxscore 1117099 3 134 16707 16794 13 0 0 0 463 169
counters 10 doct5query bp Oracle maxscore 1121402 5 32 1971 2031 10 0 0 0 77 41
counters 10 doct5query bp Oracle maxscore 1121709 3 559 142800 142833 10 0 0 0 1278 1146
counters 10 doct5query bp Oracle maxscore 1124210 2 2 132 151 45 0 0 0 18 8
counters 10 doct5query bp Oracle maxscore 1129237 5 277 26147 28370 10 0 0 0 880 555
counters 10 doct5query bp Oracle maxscore 1133167 3 56 4931 5127 18 0 0 0 324 154
counters 10 doct5query bp Oracle maxscore 130510 3 7 277 325 25 0 0 0 47 36
counters 10 doct5query bp Oracle maxscore 131843 2 4 25 33 14 0 0 0 12 7
counters 10 doct5query bp Oracle maxscore 146187 5 10 30 75 11 0 0 0 44 33
counters 10 doct5query bp Oracle maxscore 148538 4 19 2233 2351 10 0 0 0 79 61
counters 10 doct5query bp Oracle maxscore 156493 3 29 1449 1634 15 0 0 0 226 100
counters 10 doct5query bp Oracle maxscore 168216 5 9 138 233 10 0 0 0 38 26
counters 10 doct5query bp Oracle maxscore 182539 3 8 444 480 18 0 0 0 76 27
counters 10 doct5query bp Oracle maxscore 183378 3 7 529 577 14 0 0 0 52 20
counters 10 doct5query bp Oracle maxscore 19335 3 41 3574 3649 19 0 0 0 220 74
counters 10 doct5query bp Oracle maxscore 207786 5 88 7555 7756 10 0 0 0 381 123
counters 10 doct5query bp Oracle maxscore 264014 5 75 6712 6962 10 0 0 0 282 138
counters 10 doct5query bp Oracle maxscore 359349 4 6 40 74 12 0 0 0 22 16
counters 10 doct5query bp Oracle maxscore 405717 4 13 256 419 73 0 0 0 114 66
counters 10 doct5query bp Oracle maxscore 443396 3 70 6322 6423 47 0 0 0 392 124
counters 10 doct5query bp Oracle maxscore 451602 4 82 8133 8427 87 0 0 0 364 183
counters 10 doct5query bp Oracle maxscore 47923 5 12 1557 1658 13 0 0 0 50 29
counters 10 doct5query bp Oracle maxscore 489204 4 147 8553 10183 15 0 0 0 764 530
counters 10 doct5query bp Oracle maxscore 490595 3 26 2258 2408 100 0 0 0 191 68
counters 10 doct5query bp Oracle maxscore 527433 5 10 279 324 11 0 0 0 67 32
counters 10 doct5query bp Oracle maxscore 573724 4 628 107705 108296 11 0 0 0 1673 1084
counters 10 doct5query bp Oracle maxscore 833860 5 195 12712 13016 10 0 0 0 909 286
counters 10 doct5query bp Oracle maxscore 855410 3 12 251 267 15 0 0 0 22 19
counters 10 doct5query bp Oracle maxscore 87181 4 14 1404 1530 20 0 0 0 74 67
counters 10 doct5query bp Oracle maxscore 87452 3 100 8564 8679 57 0 0 0 367 142
counters 10 doct5query bp Oracle maxscore 915593 8 40 655 1151 10 0 0 0 215 163
counters 10 doct5query bp Oracle maxscore 962179 4 36 1940 2261 12 0 0 0 268 145
counters 10 deepimpact bp Oracle wand 1037798 3 1979 35522 71141 35522 35523 53028 0 13031 11202
counters 10 deepimpact bp Oracle wand 104861 4 535 2125 4885 2125 2126 22472 0 1000 618
counters 10 deepimpact bp Oracle wand 1063750 4 4261 37338 80647 37338 37339 146358 0 19943 13847
counters 10 deepimpact bp Oracle wand 1103812 5 4771 34326 82922 34326 34327 161709 0 17812 13546
counters 10 deepimpact bp Oracle wand 1106007 2 63 441 882 441 442 2542 0 536 195
counters 10 deepimpact bp Oracle wand 1110199 4 464 2116 5317 2116 2117 19024 0 1654 809
counters 10 deepimpact bp Oracle wand 1112341 5 10259 70147 184354 70147 70148 408091 0 26510 23194
counters 10 deepimpact bp Oracle wand 1113437 4 953 3784 9405 3784 3785 45097 0 4190 3052
counters 10 deepimpact bp Oracle wand 1114646 3 7 62 113 62 63 99 0 45 22
counters 10 deepimpact bp Oracle wand 1114819 5 1732 4695 14475 4695 4696 72253 0 6020 4202
counters 10 deepimpact bp Oracle wand 1115776 4 723 9039 18095 9039 9040 17256 0 5434 4142
counters 10 deepimpact bp Oracle wand 1117099 3 3076 45169 90406 45169 45170 87154 0 20909 16982
counters 10 deepimpact bp Oracle wand 1121402 5 5695 49579 148514 49579 49580 188156 0 31945 24962
counters 10 deepimpact bp Oracle wand 1121709 3 13 16 42 16 17 81 0 52 21
counters 10 deepimpact bp Oracle wand 1124210 2 5 127 163 127 128 65 0 21 9
counters 10 deepimpact bp Oracle wand 1129237 5 3015 13529 40924 13529 13530 121443 0 7949 5497
counters 10 deepimpact bp Oracle wand 1133167 3 117 443 1128 443 444 4628 0 782 394
counters 10 deepimpact bp Oracle wand 130510 3 400 5059 10151 5059 5060 12331 0 2858 1823
counters 10 deepimpact bp Oracle wand 131843 2 4 20 32 20 21 15 0 15 8
counters 10 deepimpact bp Oracle wand 146187 5 1973 12689 38117 12689 12690 70072 0 12403 9549
counters 10 deepimpact bp Oracle wand 148538 4 828 4613 14454 4613 4614 26902 0 5757 3205
counters 10 deepimpact bp Oracle wand 156493 2 37 296 592 296 297 1791 0 326 103
counters 10 deepimpact bp Oracle wand 168216 4 20 198 671 198 199 449 0 127 85
counters 10 deepimpact bp Oracle wand 182539 3 2936 32690 65394 32690 32691 181613 0 5889 5335
counters 10 deepimpact bp Oracle wand 183378 3 1696 45577 91237 45577 45578 48825 0 5926 5238
counters 10 deepimpact bp Oracle wand 19335 3 2370 29140 58305 29140 29141 119960 0 9256 6960
counters 10 deepimpact bp Oracle wand 207786 4 383 3117 6643 3117 3118 10443 0 2232 1322
counters 10 deepimpact bp Oracle wand 264014 5 9479 81492 248709 81492 81493 383364 0 29845 27206
counters 10 deepimpact bp Oracle wand 359349 4 50 178 537 178 179 1310 0 408 159
counters 10 deepimpact bp Oracle wand 405717 4 137 170 507 170 171 8032 0 593 144
counters 10 deepimpact bp Oracle wand 443396 3 1829 25087 50178 25087 25088 85778 0 6953 5036
counters 10 deepimpact bp Oracle wand 451602 5 3430 32823 72127 32823 32824 96878 0 15760 9854
counters 10 deepimpact bp Oracle wand 47923 5 85 211 663 211 212 3697 0 284 70
counters 10 deepimpact bp Oracle wand 489204 4 1570 11335 33131 11335 11336 70585 0 5175 3555
counters 10 deepimpact bp Oracle wand 490595 3 184 513 1056 513 514 5009 0 1646 346
counters 10 deepimpact bp Oracle wand 527433 4 88 1450 3094 1450 1451 2146 0 321 126
counters 10 deepimpact bp Oracle wand 573724 4 1311 5351 16182 5351 5352 62574 0 5636 3701
counters 10 deepimpact bp Oracle wand 833860 5 15339 160585 446729 160585 160586 539182 0 37711 34722
counters 10 deepimpact bp Oracle wand 855410 3 38746 1789023 3088444 1789023 1789024 826025 0 50073 49947
counters 10 deepimpact bp Oracle wand 87181 4 135 728 2320 728 729 5533 0 576 293
counters 10 deepimpact bp Oracle wand 87452 3 490 1877 3775 1877 1878 26999 0 1716 828
counters 10 deepimpact bp Oracle wand 915593 7 6365 20999 84894 20999 21000 266229 0 20825 14881
counters 10 deepimpact bp Oracle wand 962179 4 667 2306 6967 2306 2307 34699 0 2701 1937
counters 10 deepimpact bp Oracle block_max_wand 1037798 3 707 113 208 113 114 25974 25859 526 121
counters 10 deepimpact bp Oracle block_max_wand 104861 4 629 480 690 480 481 18234 8966 955 176
counters 10 deepimpact bp Oracle block_max_wand 1063750 4 3641 353 611 353 354 103141 100643 24268 162
counters 10 deepimpact bp Oracle block_max_wand 1103812 5 4785 339 536 339 340 137186 132254 21749 269
counters 10 deepimpact bp Oracle block_max_wand 1106007 2 48 166 190 166 167 1336 501 231 42
counters 10 deepimpact bp Oracle block_max_wand 1110199 4 397 377 481 377 378 9773 8179 530 124
counters 10 deepimpact bp Oracle block_max_wand 1112341 5 8260 1034 1268 1034 1035 263112 250542 9685 817
counters 10 deepimpact bp Oracle block_max_wand 1113437 4 1173 268 301 268 269 38816 35376 1109 93
counters 10 deepimpact bp Oracle block_max_wand 1114646 3 24 46 73 46 47 114 15 45 12
counters 10 deepimpact bp Oracle block_max_wand 1114819 5 1798 211 349 211 212 55921 55571 961 72
counters 10 deepimpact bp Oracle block_max_wand 1115776 4 274 39 71 39 40 8513 8475 149 28
counters 10 deepimpact bp Oracle block_max_wand 1117099 3 988 75 130 75 76 37043 36972 655 34
counters 10 deepimpact bp Oracle block_max_wand 1121402 5 1625 34 76 34 35 48981 48913 896 21
counters 10 deepimpact bp Oracle block_max_wand 1121709 3 72 15 37 15 16 83 4 52 17
counters 10 deepimpact bp Oracle block_max_wand 1124210 2 10 92 115 92 93 91 26 21 7
counters 10 deepimpact bp Oracle block_max_wand 1129237 5 3271 375 588 375 376 102719 100886 2929 252
counters 10 deepimpact bp Oracle block_max_wand 1133167 3 242 238 336 238 239 4314 1574 839 75
counters 10 deepimpact bp Oracle block_max_wand 130510 3 128 48 103 48 49 4551 4497 138 43
counters 10 deepimpact bp Oracle block_max_wand 131843 2 20 20 30 20 21 15 0 15 7
counters 10 deepimpact bp Oracle block_max_wand 146187 5 673 22 68 22 23 19910 19837 476 38
counters 10 deepimpact bp Oracle block_max_wand 148538 4 388 491 728 491 492 10516 9393 368 110
counters 10 deepimpact bp Oracle block_max_wand 156493 2 50 269 326 269 270 1671 36 311 56
counters 10 deepimpact bp Oracle block_max_wand 168216 4 45 109 307 109 110 1048 873 84 34
counters 10 deepimpact bp Oracle block_max_wand 182539 3 549 43 80 43 44 18630 18548 3028 26
counters 10 deepimpact bp Oracle block_max_wand 183378 3 363 132 251 132 133 13353 13016 915 38
counters 10 deepimpact bp Oracle block_max_wand 19335 3 606 376 436 376 377 22372 21799 1037 73
counters 10 deepimpact bp Oracle block_max_wand 207786 4 368 32 71 32 33 10545 9956 340 40
counters 10 deepimpact bp Oracle block_max_wand 264014 5 3721 153 398 153 154 117760 117422 3011 111
counters 10 deepimpact bp Oracle block_max_wand 359349 4 75 21 59 21 22 524 489 30 18
counters 10 deepimpact bp Oracle block_max_wand 405717 4 141 108 198 108 109 4135 3562 278 48
counters 10 deepimpact bp Oracle block_max_wand 443396 3 470 181 231 181 182 16122 14688 1232 58
counters 10 deepimpact bp Oracle block_max_wand 451602 5 3786 287 469 287 288 106194 102410 21434 167
counters 10 deepimpact bp Oracle block_max_wand 47923 5 131 108 210 108 109 3664 3242 102 39
counters 10 deepimpact bp Oracle block_max_wand 489204 4 1073 1774 2423 1774 1775 29085 23146 2516 520
counters 10 deepimpact bp Oracle block_max_wand 490595 3 126 139 205 139 140 3109 1595 578 35
counters 10 deepimpact bp Oracle block_max_wand 527433 4 87 185 298 185 186 2409 1103 235 48
counters 10 deepimpact bp Oracle block_max_wand 573724 4 969 127 247 127 128 30437 30142 1002 86
